SYMBOL	24888_1366Naive	24888_1369Naive	24888_1369DN	24888_1367DN	24888_1367Naive	24888_2189Naive	24888_2189DN	24888_2179Naive	24888_1368Naive	24888_2183Naive	24888_2183DN	24888_2185Naive	24888_2185DN	24888_1365DN	24888_1365Naive
SDHD	1313	962	1298	815	1264	900	1467	787	814	1349	630	1583	1156	1063	1166
BNIP3	324	363	350	152	310	240	196	230	383	393	214	568	273	153	305
AC000124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWAR6	32	54	26	39	40	48	8	50	68	51	26	60	20	36	21
RP11-713C19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN4RL1	0	0	0	16	0	0	45	8	0	2	0	0	3	0	0
YTHDF1	2168	1797	2213	1383	2035	1265	2021	1567	2008	1915	1221	2571	1425	1632	2192
MIR4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF13	0	0	12	2	0	0	12	0	0	0	0	0	9	7	0
IGLV3-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4E3	110	172	94	67	193	128	119	56	72	206	217	269	170	172	104
NPM1P22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACH2	5167	5655	2509	2151	6791	4884	2617	4090	6698	7667	2380	7217	1027	2123	6105
RP11-211G23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH507-210P18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM179A	0	2	3	8	9	0	23	1	5	0	1	0	0	0	0
RNA5SP441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LL22NC03-2H8.4	126	144	132	69	156	123	50	134	101	118	28	176	57	70	107
RP13-895J2.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP7	12	2	3	9	2	2	3	1	7	2	16	6	0	8	44
OR6L1P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PMS2P11	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
SEMA3B	8	10	1	11	3	1	3	1	1	1	3	9	7	5	0
RP11-2L8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-382I10.3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
OR4F1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-471M2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073316.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2D	4114	3797	2576	1719	4148	3482	2397	4580	4449	4188	1642	6133	1438	1389	5382
CDT1	21	11	28	22	49	21	40	14	17	26	64	42	50	39	18
RP11-464I4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD99P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGN	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TXNL4A	1260	969	1360	1033	1029	806	1303	1082	996	1241	882	1421	1060	1016	1039
ATP2A1-AS1	1	0	6	3	0	3	6	0	5	2	4	8	5	5	5
AP000437.3	17	3	2	6	13	13	7	7	27	12	2	35	13	6	0
RPS3P7	14	22	23	2	21	7	20	10	35	34	4	5	14	7	2
TEX10	988	690	732	360	888	797	801	878	863	1066	488	1114	599	645	884
NT5C1B	5	7	4	0	4	2	4	1	4	3	1	4	4	2	3
RP11-141A19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNB5	1686	1567	1722	1176	1959	1438	1763	1302	1490	2142	1451	2356	1440	1535	1803
LNX2	455	325	268	177	194	309	287	246	324	381	174	442	201	290	264
RPS10-NUDT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDRT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF878	10	1	0	0	1	9	2	4	0	2	12	0	3	0	0
IP6K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMPS	1100	933	1165	930	1064	708	1156	896	851	887	590	1229	1016	1037	918
ENO1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-352M15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMIE	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
HOXA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL596220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRPAP1	1856	1532	2344	2119	2304	1303	2177	1772	1811	1895	2132	2784	1855	1889	2038
TTLL5	537	479	497	361	438	406	342	499	472	555	366	581	335	430	383
EIF1B	2147	1559	1392	1071	2028	1249	1414	1732	2145	1946	1102	3032	1123	1456	2107
RP11-568J23.5	7	4	15	5	11	6	11	6	4	17	8	13	10	6	4
RP11-6L6.2	50	17	8	0	2	30	24	5	42	60	35	22	27	25	12
RP11-809N15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-791M20.1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-31K23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51H2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-466I1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-400B16.1	5	0	0	8	0	5	0	0	1	0	0	0	0	0	0
RP11-61L19.1	0	6	0	0	0	6	0	0	0	0	0	1	0	3	0
RNU6-767P	2	0	0	3	0	1	2	1	1	0	0	1	1	1	2
IL17RD	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP11-100L22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-67H24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf86	170	141	146	82	246	153	127	141	141	176	121	190	105	126	169
CTD-2095E4.5	38	53	31	49	44	56	81	29	38	116	91	87	92	67	53
AC005086.3	0	0	1	0	0	1	0	0	0	3	1	0	2	0	0
RP13-463N16.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L8	44	19	75	54	11	92	149	56	35	59	23	31	50	36	51
ERP44	3775	2983	3072	2228	3780	2618	3162	2505	3209	3893	2319	5479	3079	2807	3911
RP11-56B16.2	22	25	16	32	14	19	9	25	42	47	2	37	12	23	7
TMPRSS11D	0	1	2	0	0	0	0	0	0	4	0	5	0	0	0
ITM2B	9995	6366	5749	5131	9445	5323	6595	5598	7771	10509	4561	11563	4869	5889	10887
LINC00885	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
HID1	49	10	23	10	40	4	30	11	7	23	32	16	12	71	0
RECQL	1941	1627	2240	1280	1708	1303	1798	1459	1657	1927	1345	3037	2227	1569	1699
FAM231A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF4	1739	1338	1827	1157	1442	1315	1985	1061	1243	1578	1246	2125	1592	1932	1774
RP11-314A20.1	2	9	0	1	3	5	0	2	6	1	3	12	2	4	4
RP11-95P2.3	0	0	4	0	5	0	0	0	0	0	0	0	0	0	1
AC107072.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTB-50L17.16	0	1	7	3	9	5	1	1	1	5	0	19	3	0	7
RP11-434D2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH17	64	35	73	55	34	55	48	48	70	75	56	82	52	62	71
CERK	1803	886	795	873	1317	1434	1284	1614	1469	1233	671	1847	1673	1010	1364
FOXO3B	62	80	62	16	40	74	35	12	48	50	46	37	25	39	60
RP4-791C19.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RAB8B	2970	2834	3304	1630	1986	2564	3150	2134	1695	2888	1397	3915	2922	2096	2768
CFAP58	1	0	0	0	0	0	0	0	2	0	0	0	0	0	9
RP11-651L5.2	11	0	1	8	3	4	3	0	1	0	6	3	6	10	6
CFAP161	9	5	6	2	0	4	7	0	1	5	0	3	1	0	1
RP11-542C16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2631K10.1	0	0	0	3	1	1	0	0	2	1	0	3	1	0	1
SPIDR	2104	1760	2104	1623	1937	1470	1590	1926	2008	2625	1593	2883	1365	1648	2353
ZSWIM2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
USP24P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-17P16.2	0	0	1	0	0	4	0	1	1	0	0	0	0	0	0
SNORA15	1	2	0	0	0	0	1	0	0	1	1	0	0	0	0
RP11-90D4.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RAP1BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2NP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYBG3	243	188	58	62	221	178	120	15	257	351	103	156	78	158	234
RNU6-1332P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124997.1	1	0	9	0	4	0	0	0	0	0	0	0	0	0	0
VDAC1P1	5	2	0	1	1	0	4	4	4	0	0	0	1	7	1
RTCA	461	334	654	450	358	321	621	456	409	512	501	689	660	517	472
SLC2A6	621	320	766	667	644	425	779	451	500	515	574	912	606	763	522
C12orf43	453	336	388	286	328	219	515	428	338	434	344	563	445	403	306
RP11-513H8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS31P2	11	3	1	0	0	1	4	2	0	1	4	5	1	9	1
RP11-110L15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5P22.1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ZDHHC9	130	88	147	147	57	81	55	119	54	142	116	69	46	140	87
GNAS-AS1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-99A14.1	4	1	5	5	5	6	0	17	12	8	7	10	0	1	7
RP11-133L14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-243E13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8	0	0	0	0	0	0	0	4	0	0	0	11	6	0	0
AC090954.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-955H22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-862P8.2	128	117	71	94	100	75	129	53	71	17	30	108	35	18	125
RP11-242P2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM22	2340	1876	1877	1487	1972	1536	2251	1610	1850	2150	1552	3196	1873	1753	2120
PRKRA	719	639	609	437	595	513	578	426	578	783	509	848	569	650	730
LARP1BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FATE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-905P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-668E10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-720N19.2	2	0	2	2	3	1	0	2	0	3	0	1	1	2	0
RP11-492I2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU12-2P	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
RP11-305E17.4	0	2	0	0	0	1	0	3	0	0	2	0	0	0	0
RP11-210H10__A.1	1	3	0	0	0	0	1	3	0	0	0	0	0	1	7
RNU6-244P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAU2-AS1	2	0	0	2	2	0	0	0	0	2	1	0	0	0	0
RPL5P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLMN	198	142	240	209	183	186	244	221	210	150	117	205	149	182	208
FNTA	1683	1665	1842	1339	1689	1421	1608	1306	1431	1967	1055	2227	1496	1346	1685
TP53BP1	1536	1009	1596	996	910	1033	1228	787	893	1340	963	1731	1385	798	1152
RP11-889D3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-843B15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-499B15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6835	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-705C15.5	0	0	2	2	0	0	3	0	0	0	5	0	2	3	0
BSDC1	2163	1921	1883	1440	2113	1600	1839	1793	1762	2488	1423	2896	1822	1758	1908
TRADD	1245	917	1517	1010	1215	709	1792	873	954	1257	1616	2086	2115	1755	1295
AK4P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM102A	1730	1004	3394	2322	1286	945	3396	1400	1324	1436	2446	1579	3524	3442	1203
MIR4650-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-753A21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD9P6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ADGRG3	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5
RP11-311F12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-308D13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-305A4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBAK	480	397	447	395	486	412	481	431	474	604	305	776	412	319	593
OR8D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-38P	0	2	0	2	6	1	0	6	2	1	0	1	0	0	1
ITPKA	0	2	4	2	0	0	7	0	0	0	14	2	59	6	7
MT1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-363J20.2	0	1	0	0	0	3	1	0	2	0	0	2	1	0	0
CAPS	192	93	123	101	233	151	142	166	197	223	164	209	117	137	150
RP11-488C13.5	0	1	2	1	1	0	3	1	1	2	1	3	1	0	0
AQP12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLFN13	222	150	424	258	191	217	364	212	151	353	364	604	394	384	319
AC018880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-449L13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMCES	2964	2403	1311	1146	3374	2406	1856	1233	2297	1697	901	3237	607	1071	4112
RN7SL860P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-38J22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-907D15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTPCR	411	209	312	268	285	329	441	233	256	294	222	476	372	283	409
LINC01395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCSP27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2583P5.1	1	4	7	4	5	2	3	6	7	2	2	4	9	2	0
ERAL1	777	730	1028	499	698	672	985	705	680	688	758	1078	772	759	834
RP11-351N6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-37N22.1	0	0	3	0	0	2	6	0	0	3	0	13	0	2	3
RBMY2WP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-226L15.1	0	0	5	0	1	0	0	0	0	0	0	0	0	1	3
RP11-382D12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF10C	0	0	0	0	2	0	0	0	0	0	11	0	0	2	0
KRTAP5-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-336N8.3	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0
ZNF684	123	65	92	62	70	92	150	106	100	137	82	206	135	122	123
KCNG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC3	6	7	433	139	0	1	177	9	2	15	148	21	299	124	8
RP3-495K2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108868.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTB-95D12.1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
RP11-452D12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
RNU7-73P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf64	245	227	238	91	187	126	199	156	206	209	204	281	176	126	242
RN7SL426P	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P13	4	6	9	2	1	1	1	7	7	3	1	1	1	3	5
OR7E148P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTA-345G4.1	0	8	3	4	5	4	1	8	3	3	8	4	7	2	9
RP5-837I24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGS1	728	577	654	540	609	491	576	633	705	809	430	942	508	409	606
TANC1	4	1	9	37	1	0	14	3	3	10	14	11	40	70	2
RPL7P60	3	5	1	1	2	0	0	4	0	10	0	1	6	4	1
RP11-428P16.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OR9A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-340I6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEPDC1B	4	4	54	0	0	0	49	18	8	0	72	0	20	40	14
CYP2AB1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
RP11-386I8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
RARRES2P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-758J24.6	8	23	12	3	20	23	2	31	17	36	7	21	9	1	2
PITPNC1	327	317	1010	594	429	219	1066	284	324	248	774	365	938	1243	563
HNRNPA3P2	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0
AC005017.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-304C12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCZ	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0
RN7SKP192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLZF1	660	308	467	364	505	374	392	304	463	333	258	699	490	356	428
RP11-618I10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP383	2	6	0	3	4	5	5	1	0	3	0	9	0	1	3
ADAMTS10	10	0	3	6	41	1	12	0	1	0	0	0	5	24	11
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CTD-2201G16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF92P3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LAPTM5	36598	31294	42358	29140	44874	22920	42227	36554	41377	44513	34801	53152	50273	36012	41774
MAMLD1	255	128	159	42	64	81	65	60	61	60	25	149	180	102	62
LINC00526	117	95	137	36	129	129	89	134	164	108	72	177	76	79	115
PRSS55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM106A	0	0	3	3	0	0	4	0	0	1	0	0	9	0	0
ABHD6	589	229	465	326	229	209	340	341	332	205	151	584	610	268	158
VN1R53P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDV3	0	0	2	1	0	2	0	0	0	0	3	1	2	0	0
CNOT6L	1570	1234	1746	1138	1142	1302	1464	1169	1613	1620	1208	1814	1371	1433	1814
AC010761.14	0	1	0	0	0	1	0	4	2	2	1	1	1	0	1
RN7SL638P	8	0	1	0	0	0	0	2	1	0	0	3	2	7	2
RP11-713H12.1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
CH17-76K2.6	2	0	0	3	0	0	0	0	0	11	3	0	0	11	0
RNU7-49P	0	2	2	1	3	1	0	2	0	0	1	3	2	1	3
PLA2G6	329	337	298	191	391	395	222	342	323	485	255	541	236	244	265
CYP27A1	7	0	2	3	0	8	2	4	0	0	25	11	2	6	0
RNA5SP69	0	1	0	4	4	4	1	0	0	0	2	1	0	2	0
RP11-982M15.7	1	1	2	1	0	4	3	0	5	1	3	3	0	0	1
RP11-62C3.8	0	0	2	1	5	1	0	0	0	0	0	3	3	3	0
CTA-963H5.5	5	10	3	6	10	7	7	18	10	12	10	2	8	7	8
AC009302.2	3	0	0	1	1	0	3	1	0	1	0	0	1	0	0
HIST2H2BE	158	118	78	91	146	171	99	167	138	155	55	398	110	62	128
ADAMTSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-352M15.2	613	487	740	517	577	529	532	587	806	595	415	1017	470	653	900
PLPPR3	0	0	0	1	6	2	0	2	1	2	1	3	0	0	3
PPP3CB	276	235	403	205	475	226	375	345	208	401	273	648	393	322	232
SPATA18	43	65	61	31	73	78	41	14	24	69	4	11	3	45	119
LCP1	33336	23436	34653	26948	30182	22060	37384	25464	22420	29617	30931	38454	30852	31799	28343
RP13-210D15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-482L11.1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
LINC00961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-121G13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAT1	48	19	87	57	23	0	158	23	23	22	76	58	68	204	16
AC018766.6	8	3	4	12	15	4	14	3	8	9	7	24	9	9	7
CYP26C1	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0
RP11-864G5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SNORD100	7	8	5	3	4	5	6	7	12	9	2	3	0	4	7
AL122127.25	19	36	20	2	6	7	2	15	15	23	31	52	24	10	26
TUBB8P1	0	0	10	0	5	1	2	12	2	3	0	0	1	4	9
CTB-175E5.7	4	4	4	5	2	2	5	4	2	6	3	2	4	4	6
BTG1	29798	19618	13380	13464	34480	18307	15712	32915	24985	32483	12545	45581	14613	14282	32437
PBLD	47	46	36	24	61	42	52	56	59	72	25	110	39	28	31
RP11-415I12.3	2	2	1	0	3	1	1	0	6	2	0	2	0	1	0
CST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-65J3.6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PUDPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-667K14.3	28	11	22	22	19	16	23	16	17	11	16	22	18	21	19
NFKBIE	711	551	921	442	595	609	659	505	720	657	693	1097	985	649	647
CDC14A	534	332	672	485	539	388	812	344	396	466	568	907	569	724	535
CTDP1	830	517	842	499	880	505	700	488	508	564	734	1057	790	657	536
KCNE3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8
RP11-235E17.3	0	0	0	0	6	0	0	0	0	1	0	1	0	1	0
NCOA4	4728	3952	5021	3686	5458	3817	5904	3474	3959	4912	3558	5694	4029	4120	4957
RP11-268P4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-67P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL616P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM244	0	0	1	5	2	0	0	0	0	0	8	0	0	2	0
ENPP5	2	0	4	1	0	0	45	0	6	0	8	0	16	14	12
RNA5SP282	0	1	1	1	2	1	1	0	3	0	0	3	2	1	0
LAMTOR5P1	1	0	5	0	0	0	0	0	1	0	0	0	0	2	0
PCDH9-AS4	0	0	0	2	0	0	0	0	0	2	0	1	0	0	2
CH17-140K24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-61K9.3	123	109	150	91	76	79	138	87	98	149	85	119	72	96	106
UBXN4	2957	3037	2743	2156	3663	2867	3279	2595	2852	3439	2327	4425	2680	3347	2934
APOL2	307	356	499	215	205	235	443	236	258	551	554	699	653	536	325
CCNB3	9	6	23	15	2	0	0	14	38	79	9	19	15	0	40
RNU6-1336P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-62H7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC8E	0	0	0	0	2	0	0	2	0	2	0	1	0	0	0
RP11-461A8.4	13	7	19	11	6	13	18	10	23	19	12	14	8	2	2
RP3-416H24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-480D4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED31	160	196	178	191	217	156	176	121	130	210	98	219	166	165	191
SEPHS2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-301O7.4	101	80	148	90	141	143	135	98	143	130	79	139	48	141	110
RNU1-38P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-855D21.2	13	17	13	3	11	5	4	9	14	24	16	14	8	16	6
ZNF540	124	174	122	53	87	155	158	114	69	148	73	149	156	155	132
JAK3	4927	4137	4909	2799	4485	3518	3889	2864	3541	5494	4031	6202	3167	3078	3889
ZNRD1-AS1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009133.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-62D2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS4XP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf145	6	14	7	10	9	30	2	3	19	31	21	57	7	4	6
DEFA11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CKMT1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-87P13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-118E18.2	4	4	0	5	4	4	0	4	4	12	8	6	6	1	0
CTC-258N23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-283I3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-17A19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-221P	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-927P21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM49B	3577	2760	4301	3138	3524	2668	4122	3353	2910	3352	3235	4868	3924	3776	3757
CTD-2545M3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-43-1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBL3	1701	1384	1648	1257	1954	1274	1576	1362	1665	1739	1235	2158	1598	1573	2095
AK3P3	1	3	5	2	13	3	0	2	4	4	0	18	11	0	1
AC005794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P11	4	0	4	0	0	4	0	8	0	11	1	5	4	3	5
PLA2G4E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW4	437	464	500	404	569	387	454	426	486	563	365	604	522	460	547
RP4-713B5.2	3	2	1	0	0	2	0	2	4	0	0	0	1	3	0
ZNF252P	590	373	454	219	183	396	481	464	384	510	272	389	434	291	286
MTND6P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-501H19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
